Country Name,Country Code,Series,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
France,FRA,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,106.23923,106.42494,106.61064,105.81358,104.3766,103.42583,103.39604,103.3081,103.75608,104.13856
France,FRA,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,106.45438,106.96463,107.08828,106.11753,104.99602,104.22356,103.94109,103.74196,104.15919,104.39102
France,FRA,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.00396,1.00995,1.00878,1.00563,1.01166,1.01517,1.01035,1.00824,1.00761,1.00474
France,FRA,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,106.03408,105.91072,106.1558,105.52382,103.78634,102.66629,102.8767,102.89447,103.37251,103.89804
France,FRA,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP,109.66693,111.11902,111.71357,110.72522,108.32003,107.50148,106.96103,106.36287,107.18703,107.76999
France,FRA,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE,110.48019,112.68196,113.19943,111.77445,110.16293,109.6988,108.61674,107.80758,108.6684,108.96448
France,FRA,"Gross enrolment ratio, upper secondary, gender parity index (GPI)",UIS.GER.3.GPI,1.01461,1.02786,1.02631,1.0187,1.03377,1.04068,1.03064,1.02684,1.02725,1.02181
France,FRA,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA,108.88928,109.62725,110.29731,109.72305,106.56395,105.41084,105.38767,104.98923,105.78624,106.63874
France,FRA,"Gross intake ratio to the last grade of lower secondary general education, adjusted gender parity index (GPIA)",UIS.AIR.2.GPV.GLAST.GPIA,1.01812,1.02172,1.0182,1.01665,1.0143,1.01602,1.01583,1.01201,1.00476,0.99982
France,FRA,"Gross intake ratio to the last grade of lower secondary general education, both sexes (%)",SE.SEC.CMPT.LO.ZS,97.7274,96.58065,97.19854,98.71588,97.29543,97.22827,96.09106,98.45285,99.64928,99.67106
France,FRA,"Gross intake ratio to the last grade of lower secondary general education, female (%)",SE.SEC.CMPT.LO.FE.ZS,98.64136,97.66507,98.11353,99.5666,98.01228,98.0348,96.87642,99.06272,99.89271,99.66212
France,FRA,"Gross intake ratio to the last grade of lower secondary general education, male (%)",SE.SEC.CMPT.LO.MA.ZS,96.85382,95.54383,96.32752,97.90849,96.61086,96.46382,95.34304,97.8728,99.4171,99.67962
France,FRA,"Inbound mobility rate, both sexes (%)",UIS.MSEP.56,11.46616,11.5779,11.87069,11.81894,9.77869,9.84239,9.87597,9.89236,10.20123,8.76849
France,FRA,"Inbound mobility rate, female (%)",UIS.MSEP.56.F,10.55914,10.77252,11.1219,11.22607,9.30574,9.44399,9.50319,9.46965,9.72616,8.13198
France,FRA,"Inbound mobility rate, male (%)",UIS.MSEP.56.M,12.58488,12.5604,12.77932,12.53869,10.34644,10.31994,10.32252,10.39692,10.7693,9.53032
France,FRA,Internet users (per 100 people),IT.NET.USER.P2,71.58,77.28,77.81999899,81.44,81.9198,83.75,78.01,79.26981132,80.50245972,82.04353422
France,FRA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,78.1281967163086,78.0858001708984,77.9078979492188,78.3627014160156,78.1434020996094,77.3880004882813,77.5150985717773,77.2889022827148,76.6371994018555,76.5961990356445
France,FRA,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,76.722297668457,76.5466995239258,76.1691970825195,76.6579971313477,76.5082015991211,76.1639022827148,75.999397277832,75.8787002563477,75.1612014770508,75.1517028808594
France,FRA,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,79.7611999511719,79.8442993164063,79.8899993896484,80.3077011108398,80.0268020629883,78.8202972412109,79.2979965209961,78.9344024658203,78.3690032958984,78.299201965332
France,FRA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,35.5327987670898,35.598201751709,35.2837982177734,35.0029983520508,33.3040008544922,31.7765007019043,30.8159008026123,30.2266006469727,30.2805004119873,29.6240005493164
France,FRA,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS,29.1963005065918,29.4951000213623,29.3187007904053,28.7299995422363,27.327600479126,26.1284008026123,25.0797004699707,24.2821006774902,24.2614002227783,23.6002006530762
France,FRA,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS,43.3322982788086,43.1710014343262,42.6823997497559,42.7038993835449,40.7519989013672,38.9225997924805,37.9908981323242,37.6060981750488,37.7725982666016,37.0312995910645
France,FRA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,66.2241973876953,65.3246994018555,64.4222030639648,63.9303016662598,63.2079010009766,62.4869003295898,62.350700378418,61.8478012084961,61.1501007080078,60.5838012695313
France,FRA,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS,61.8193016052246,60.9440994262695,60.2074012756348,59.7290992736816,59.1814002990723,58.4286994934082,58.3504981994629,58.1100997924805,57.2645988464355,56.847900390625
France,FRA,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS,70.322998046875,69.4185028076172,68.3767013549805,67.9069976806641,66.9797973632813,66.2437973022461,66.0688018798828,65.3559036254883,64.7855987548828,64.1128997802734
France,FRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.2083087511279,47.2569728184773,47.3541526950726,47.3674644275588,47.55898255279,47.6944431529315,47.7207449578567,47.8280690844349,47.7787018540751,47.9541371743558
France,FRA,"Labor force, total",SL.TLF.TOTL.IN,29643733,29742815,29744876,29984799,30126536,30068094,30138027,30195919,30236801,30396906
France,FRA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4
France,FRA,"Net flow of internationally mobile students (inbound - outbound), both sexes (number)",UIS.MENF.56,195857,202505,207738,207173,151985,153050,152725,154507,168968,130135
France,FRA,"Net flow ratio of internationally mobile students (inbound - outbound), both sexes (%)",UIS.MENFR.56,9.01381,9.01988,9.19419,9.02201,6.50027,6.40677,6.30013,6.22965,6.67111,4.9694
France,FRA,Number of years of compulsory pre-primary education guaranteed in legal frameworks,UIS.YEARS.FC.COMP.02,0,0,0,0,0,0,0,0,0,0
France,FRA,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,UIS.YEARS.FC.COMP.1T3,10,10,10,10,10,10,10,10,10,10
France,FRA,Number of years of free pre-primary education guaranteed in legal frameworks,UIS.YEARS.FC.FREE.02,3,3,3,3,3,3,3,3,3,3
France,FRA,Number of years of free primary and secondary education guaranteed in legal frameworks,UIS.YEARS.FC.FREE.1T3,12,12,12,12,12,12,12,12,12,12
France,FRA,Official entrance age to compulsory education (years),UIS.CEAGE.1,6,6,6,6,6,6,6,6,6,6
France,FRA,Official entrance age to early childhood education (years),UIS.THAGE.0,3,3,3,3,3,3,3,3,3,3
France,FRA,Official entrance age to lower secondary education (years),SE.SEC.AGES,11,11,11,11,11,11,11,11,11,11
France,FRA,Official entrance age to post-secondary non-tertiary education (years),UIS.THAGE.4.A.GPV,17,17,17,17,17,17,17,17,17,17
France,FRA,Official entrance age to pre-primary education (years),UIS.THAGE.02,3,3,3,3,3,3,3,3,3,3
France,FRA,Official entrance age to primary education (years),SE.PRM.AGES,6,6,6,6,6,6,6,6,6,6
France,FRA,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,15,15,15,15,15,15,15,15,15,15
France,FRA,"Outbound mobility ratio, all regions, both sexes (%)",UIS.OMR.56,2.45234,2.55803,2.6765,2.79691,3.27843,3.43564,3.57584,3.6627,3.53012,3.79908
France,FRA,"Out-of-school adolescents and youth of secondary school age, both sexes (number)",UIS.OFST.2T3.CP,185871,189087,213354,199701,204246,242752,213158,197468,169564,142336
France,FRA,"Out-of-school adolescents and youth of secondary school age, female (number)",UIS.OFST.2T3.F.CP,82783,84774,92451,88809,91416,108507,92393,86588,71762,61569
France,FRA,"Out-of-school adolescents and youth of secondary school age, male (number)",UIS.OFST.2T3.M.CP,103088,104313,120903,110892,112830,134245,120765,110880,97802,80767
France,FRA,"Out-of-school adolescents of lower secondary school age, both sexes (number)",UIS.OFST.2,21628,17524,50314,54536,65549,91151,73910,58648,45058,27326
France,FRA,"Out-of-school adolescents of lower secondary school age, female (number)",UIS.OFST.2.F,10379,8692,21375,23303,28827,41324,33148,26724,21526,13270
France,FRA,"Out-of-school adolescents of lower secondary school age, male (number)",UIS.OFST.2.M,11249,8832,28939,31233,36722,49827,40762,31924,23532,14056
France,FRA,"Out-of-school children and adolescents of primary and lower secondary school age, both sexes (number)",UIS.OFST.1T2.CP,57637,68846,60138,69529,89171,147473,95400,65653,47515,29089
France,FRA,"Out-of-school children and adolescents of primary and lower secondary school age, female (number)",UIS.OFST.1T2.F.CP,26461,34500,22560,23552,34835,65051,42060,27247,21526,13270
France,FRA,"Out-of-school children and adolescents of primary and lower secondary school age, male (number)",UIS.OFST.1T2.M.CP,31176,34346,37578,45977,54336,82422,53340,38406,25989,15819
France,FRA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,36009,51322,9824,14993,23622,56322,21490,7005,2457,1763
France,FRA,"Out-of-school children, adolescents and youth of primary and secondary school age, both sexes (number)",UIS.OFST.1T3.CP,221880,240409,223178,214694,227868,299074,234648,204473,172021,144099
France,FRA,"Out-of-school children, adolescents and youth of primary and secondary school age, female (number)",UIS.OFST.1T3.F.CP,98865,110582,93636,89058,97424,132234,101305,87111,71762,61569
France,FRA,"Out-of-school children, adolescents and youth of primary and secondary school age, male (number)",UIS.OFST.1T3.M.CP,123015,129827,129542,125636,130444,166840,133343,117362,100259,82530
France,FRA,"Out-of-school children, one year younger than official primary entry age, both sexes (number)",UIS.OFST.AGM1.CP,1472,1536,1927,2136,2292,3377,2226,436,1030,1667
France,FRA,"Out-of-school children, one year younger than official primary entry age, female (number)",UIS.OFST.AGM1.F.CP,1472,0,0,0,0,2019,0,436,1030,0
France,FRA,"Out-of-school children, one year younger than official primary entry age, male (number)",UIS.OFST.AGM1.M.CP,0,1536,1927,2136,2292,1358,2226,0,0,1667
France,FRA,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, adjusted gender parity index (GPIA)",UIS.ROFST.2T3.GPIA.CP,0.84216,0.85295,0.803,0.84007,0.85022,0.8489,0.80295,0.81911,0.77114,0.80017
France,FRA,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)",UIS.ROFST.2T3.CP,3.36863,3.4264,3.86282,3.56931,3.60484,4.22161,3.6838,3.39062,2.90398,2.42613
France,FRA,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)",UIS.ROFST.2T3.F.CP,3.07373,3.14844,3.4316,3.25233,3.30657,3.86886,3.27254,3.04622,2.52064,2.15102
France,FRA,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)",UIS.ROFST.2T3.M.CP,3.64983,3.69123,4.27347,3.87149,3.88909,4.55749,4.07565,3.71896,3.26874,2.68822
France,FRA,"Out-of-school rate for adolescents of lower secondary school age, adjusted gender parity index (GPIA)",UIS.ROFST.2.GPIA.CP,0.96969,1.03311,0.77618,0.78373,0.82373,0.87058,0.85181,0.87627,0.95682,0.98652
France,FRA,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)",UIS.ROFST.2,0.69307,0.55511,1.58435,1.6875,1.99683,2.73466,2.20662,1.76387,1.35903,0.81985
France,FRA,"Out-of-school rate for adolescents of lower secondary school age, female (%)",UIS.ROFST.2.F,0.68215,0.56469,1.38039,1.47849,1.79964,2.54118,2.02628,1.64507,1.32838,0.81417
France,FRA,"Out-of-school rate for adolescents of lower secondary school age, male (%)",UIS.ROFST.2.M,0.70347,0.54599,1.77844,1.88648,2.18475,2.91897,2.37878,1.87736,1.38833,0.82529
France,FRA,"Out-of-school rate for children and adolescents of primary and lower secondary school age, adjusted gender parity index (GPIA)",UIS.ROFST.1T2.GPIA.CP,0.89182,1.05121,0.62965,0.53722,0.6724,0.82719,0.82532,0.74293,0.86634,0.87667
France,FRA,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)",UIS.ROFST.1T2.CP,0.80604,0.95564,0.83084,0.9544,1.21143,1.97453,1.26821,0.87369,0.63155,0.38706
France,FRA,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)",UIS.ROFST.1T2.F.CP,0.75887,0.98137,0.63857,0.66234,0.9696,1.78382,1.14434,0.7423,0.58538,0.3611
France,FRA,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)",UIS.ROFST.1T2.M.CP,0.85093,0.93111,1.01417,1.23289,1.442,2.15649,1.38655,0.99916,0.67569,0.4119
France,FRA,"Out-of-school rate for children of primary school age, both sexes (%)",UIS.ROFST.1,0.89351,1.26805,0.24182,0.36989,0.57923,1.36188,0.51498,0.1672,0.0584,0.04214
France,FRA,"Out-of-school rate for children one year younger than official age, adjusted gender parity index (GPIA)",UIS.ROFST.AGM1.GPIA.CP,2,0,0,0,,1.35628,0,2,2,0
France,FRA,"Out-of-school rate for children one year younger than official primary entrance age, both sexes (%)",UIS.ROFST.AGM1.CP,0.18601,0.19285,0.23994,0.25909,0.28111,0.4061,0.26838,0.05203,0.12581,0.20452
France,FRA,"Out-of-school rate for children one year younger than official primary entrance age, female (%)",UIS.ROFST.AGM1.F.CP,0.37992,0,0,0,0,0.49648,0,0.10618,0.2564,0
France,FRA,"Out-of-school rate for children one year younger than official primary entrance age, male (%)",UIS.ROFST.AGM1.M.CP,0,0.37645,0.46912,0.50645,0.54947,0.3196,0.52391,0,0,0.39941
France,FRA,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, adjusted gender parity index (GPIA)",UIS.ROFST.1T3.GPIA.CP,0.84346,0.8934,0.75816,0.7431,0.78344,0.83125,0.79623,0.77811,0.75074,0.78166
France,FRA,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)",UIS.ROFST.1T3.CP,2.3239,2.5132,2.32822,2.22521,2.33854,3.02528,2.35606,2.04199,1.71213,1.43396
France,FRA,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)",UIS.ROFST.1T3.F.CP,2.1222,2.36853,2.0014,1.89068,2.04862,2.7405,2.08325,1.78193,1.4634,1.25464
France,FRA,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)",UIS.ROFST.1T3.M.CP,2.51608,2.65113,2.63981,2.54432,2.61492,3.29682,2.61638,2.29006,1.94927,1.6051
France,FRA,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (GPIA)",UIS.ROFST.3.GPIA.CP,0.82448,0.83485,0.81085,0.86094,0.86303,0.83645,0.77929,0.79742,0.71531,0.76447
France,FRA,"Out-of-school rate for youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP,6.85171,7.26449,6.94501,6.14277,5.81972,6.27217,5.71416,5.55506,4.93374,4.53908
France,FRA,"Out-of-school rate for youth of upper secondary school age, female (%)",UIS.ROFST.3.F.CP,6.17927,6.59681,6.20404,5.67402,5.38232,5.70094,4.98958,4.91501,4.09588,3.91897
France,FRA,"Out-of-school rate for youth of upper secondary school age, male (%)",UIS.ROFST.3.M.CP,7.4947,7.90176,7.65127,6.5905,6.23651,6.81566,6.4027,6.16362,5.72603,5.12637
France,FRA,"Out-of-school youth of upper secondary school age, both sexes (number)",UIS.OFST.3.CP,164243,171563,163040,145165,138697,151601,139248,138820,124506,115010
France,FRA,"Out-of-school youth of upper secondary school age, female (number)",UIS.OFST.3.F.CP,72404,76082,71076,65506,62589,67183,59245,59864,50236,48299
France,FRA,"Out-of-school youth of upper secondary school age, male (number)",UIS.OFST.3.M.CP,91839,95481,91964,79659,76108,84418,80003,78956,74270,66711
France,FRA,Percentage of enrolment in early childhood education programmes in private institutions (%),UIS.PRP.0,12.96214,12.87714,12.84989,12.83775,12.69187,12.66412,12.79771,12.95914,13.26671,13.42464
France,FRA,Percentage of enrolment in lower secondary education in private institutions (%),UIS.PRP.2,21.78804,21.79022,21.87119,21.96885,21.91146,21.86117,21.80097,21.95055,22.1276,22.1991
France,FRA,Percentage of enrolment in post-secondary non-tertiary education in private institutions (%),UIS.PRP.4,47.5444,40.88284,42.5341,42.34853,31.96846,30.29216,31.64347,31.86721,36.0223,28.33465
France,FRA,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS,12.96214,12.87714,12.84989,12.83775,12.69187,12.66412,12.79771,12.95914,13.26671,13.42464
France,FRA,Percentage of enrolment in primary education in private institutions (%),SE.PRM.PRIV.ZS,14.86521,14.82698,14.77835,14.84317,14.66122,14.65208,14.64436,14.78533,14.93839,15.04819
France,FRA,Percentage of enrolment in secondary education in private institutions (%),SE.SEC.PRIV.ZS,25.93223,26.1683,26.15038,26.1691,26.12119,25.87581,25.39105,25.28548,25.21068,25.20492
France,FRA,Percentage of enrolment in tertiary education in private institutions (%),SE.TER.PRIV.ZS,18.82542,19.68819,20.07265,20.47345,20.79063,20.7838,20.5011,20.59112,21.12158,23.69447
France,FRA,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,31.02903,31.58837,31.47915,31.472,31.55532,31.05001,30.04142,29.49947,29.03289,28.92439
France,FRA,Percentage of total aid to education allocated to least developed countries (%),UIS.AIDEDUC.LOWINCOMECOUNT,,17.42021,22.62055,21.56408,19.86706,20.93523,20.60303,19.80682,22.47741,21.72608
France,FRA,PISA: 15-year-olds by mathematics proficiency level (%). Below Level 1,LO.PISA.MAT.0,9.45258157337968,,,8.73164892564786,,,8.7743047981436,,,8.04652845401472
France,FRA,PISA: 15-year-olds by mathematics proficiency level (%). Level 1,LO.PISA.MAT.1,13.0717368904299,,,13.6227043016902,,,14.7036368348979,,,13.2091034657223
France,FRA,PISA: 15-year-olds by mathematics proficiency level (%). Level 2,LO.PISA.MAT.2,19.8532832774826,,,22.144638892488,,,20.6530895243983,,,21.1016882227633
France,FRA,PISA: 15-year-olds by mathematics proficiency level (%). Level 3,LO.PISA.MAT.3,23.8250656668211,,,23.758976203497,,,23.7751037698862,,,25.5754104702202
France,FRA,PISA: 15-year-olds by mathematics proficiency level (%). Level 4,LO.PISA.MAT.4,20.1174489914615,,,18.8506361513229,,,20.6497473865235,,,21.0427530959944
France,FRA,PISA: 15-year-olds by mathematics proficiency level (%). Level 5,LO.PISA.MAT.5,10.4246808827238,,,9.76572106763184,,,9.5002294941973,,,9.23150670595371
France,FRA,PISA: 15-year-olds by mathematics proficiency level (%). Level 6,LO.PISA.MAT.6,3.25520271770148,,,3.12567445772227,,,1.94388819195318,,,1.79300958533133
France,FRA,PISA: 15-year-olds by reading proficiency level (%). Below Level 1C,LO.PISA.REA.0.B1C,0,,,0,,,0,,,0
France,FRA,PISA: 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A,12,,,12,,,13,,,14
France,FRA,PISA: 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B,6,,,5,,,6,,,6
France,FRA,PISA: 15-year-olds by reading proficiency level (%). Level 1C,LO.PISA.REA.1C,2,,,2,,,2,,,1
France,FRA,PISA: 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2,21,,,19,,,19,,,23
France,FRA,PISA: 15-year-olds by reading proficiency level (%). Level 3,LO.PISA.REA.3,27,,,26,,,24,,,27
France,FRA,PISA: 15-year-olds by reading proficiency level (%). Level 4,LO.PISA.REA.4,22,,,23,,,23,,,20
France,FRA,PISA: 15-year-olds by reading proficiency level (%). Level 5,LO.PISA.REA.5,8,,,11,,,10,,,8
France,FRA,PISA: 15-year-olds by reading proficiency level (%). Level 6,LO.PISA.REA.6,1,,,2,,,2,,,1
France,FRA,PISA: 15-year-olds by science proficiency level (%). Below Level 1B,LO.PISA.SCI.0,2,,,1,,,0.87508419299775,,,0.60209327148971
France,FRA,PISA: 15-year-olds by science proficiency level (%). Level 1A,LO.PISA.SCI.1A,12.1651104160002,,,12.6332886113343,,,15.3413271852285,,,14.8920569865891
France,FRA,PISA: 15-year-olds by science proficiency level (%). Level 1B,LO.PISA.SCI.1B,6,,,5,,,5.84418217941914,,,5.00543571539785
France,FRA,PISA: 15-year-olds by science proficiency level (%). Level 2,LO.PISA.SCI.2,22.0728045590024,,,22.87956176062,,,22.0304651690198,,,24.573936585063
France,FRA,PISA: 15-year-olds by science proficiency level (%). Level 3,LO.PISA.SCI.3,28.8499456583059,,,29.1668541858644,,,26.4756911057564,,,28.3455355045544
France,FRA,PISA: 15-year-olds by science proficiency level (%). Level 4,LO.PISA.SCI.4,21.6720640248887,,,21.3126510889448,,,21.4474599033395,,,20.0300171564462
France,FRA,PISA: 15-year-olds by science proficiency level (%). Level 5,LO.PISA.SCI.5,7.30924605404014,,,6.94538268079477,,,7.1808270633668,,,5.91327518571321
France,FRA,PISA: 15-year-olds by science proficiency level (%). Level 6,LO.PISA.SCI.6,0.824386353254798,,,0.955094239366619,,,0.804963200872089,,,0.637649594746541
France,FRA,PISA: Distribution of Mathematics Scores: 10th Percentile Score,LO.PISA.MAT.P10,361.481539180558,,,365.3918,,,364.139,,,370.1186
France,FRA,PISA: Distribution of Mathematics Scores: 25th Percentile Score,LO.PISA.MAT.P25,429.217946720673,,,428.59478,,,424.9671,,,432.9333
France,FRA,PISA: Distribution of Mathematics Scores: 50th Percentile Score,LO.PISA.MAT.P50,496.782310397535,,,494.98467432064,,,498.538,,,501.7183
France,FRA,PISA: Distribution of Mathematics Scores: 5th Percentile Score,LO.PISA.MAT.P05,320.914472659293,,,330.18384,,,330.9444,,,333.3131
France,FRA,PISA: Distribution of Mathematics Scores: 75th Percentile Score,LO.PISA.MAT.P75,569.613646985512,,,564.67518,,,563.6584,,,562.207
France,FRA,PISA: Distribution of Mathematics Scores: 90th Percentile Score,LO.PISA.MAT.P90,622.067300202523,,,621.35068,,,612.7948,,,611.1397
France,FRA,PISA: Distribution of Mathematics Scores: 95th Percentile Score,LO.PISA.MAT.P95,651.729241314846,,,651.68248,,,639.476,,,637.8275
France,FRA,PISA: Distribution of Reading Scores: 10th Percentile Score,LO.PISA.REA.P10,351.836666060716,,,357.99424,,,343.903,,,355.4004
France,FRA,PISA: Distribution of Reading Scores: 25th Percentile Score,LO.PISA.REA.P25,429.091419741865,,,434.94068,,,422.6846,,,422.8905
France,FRA,PISA: Distribution of Reading Scores: 50th Percentile Score,LO.PISA.REA.P50,495.616541310945,,,505.481483378022,,,509.7484,,,496.9364
France,FRA,PISA: Distribution of Reading Scores: 5th Percentile Score,LO.PISA.REA.P05,304.503017633158,,,312.19276,,,299.219,,,319.3339
France,FRA,PISA: Distribution of Reading Scores: 75th Percentile Score,LO.PISA.REA.P75,572.215942555899,,,583.85366,,,582.5041,,,566.6214
France,FRA,PISA: Distribution of Reading Scores: 90th Percentile Score,LO.PISA.REA.P90,624.135266315215,,,638.9311,,,636.8591,,,621.8852
France,FRA,PISA: Distribution of Reading Scores: 95th Percentile Score,LO.PISA.REA.P95,651.033648427558,,,668.90596,,,666.3175,,,650.5383
France,FRA,PISA: Distribution of Science Scores: 10th Percentile Score,LO.PISA.SCI.P10,357.776948899665,,,366.16932,,,355.1656,,,364.0601
France,FRA,PISA: Distribution of Science Scores: 25th Percentile Score,LO.PISA.SCI.P25,432.767624020888,,,433.42038,,,420.9874,,,425.0323
France,FRA,PISA: Distribution of Science Scores: 50th Percentile Score,LO.PISA.SCI.P50,498.22689391511,,,498.970894151481,,,501.1339,,,497.0938
France,FRA,PISA: Distribution of Science Scores: 5th Percentile Score,LO.PISA.SCI.P05,313.744871316673,,,323.4241,,,321.5212,,,329.5076
France,FRA,PISA: Distribution of Science Scores: 75th Percentile Score,LO.PISA.SCI.P75,572.044013427825,,,570.12306,,,571.1451,,,563.1235
France,FRA,PISA: Distribution of Science Scores: 90th Percentile Score,LO.PISA.SCI.P90,623.685192092503,,,622.00672,,,623.4105,,,614.7786
France,FRA,PISA: Distribution of Science Scores: 95th Percentile Score,LO.PISA.SCI.P95,652.834763148079,,,651.28684,,,651.9449,,,643.9383
France,FRA,PISA: Female 15-year-olds by mathematics proficiency level (%). Below Level 1,LO.PISA.MAT.0.FE,9.71295015476143,,,8.69203674689757,,,8.32678523655224,,,7.96269890948148
France,FRA,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 1,LO.PISA.MAT.1.FE,13.672042861393,,,13.670807448714,,,14.7963344240247,,,13.341199711686
France,FRA,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 2,LO.PISA.MAT.2.FE,21.7134501752945,,,23.2507080341012,,,22.0633496457902,,,21.8071974413214
France,FRA,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 3,LO.PISA.MAT.3.FE,25.3034175849442,,,25.3437909939521,,,24.9530828305809,,,26.7621400921069
France,FRA,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 4,LO.PISA.MAT.4.FE,19.2897283719354,,,18.4381643804324,,,20.2233199273246,,,21.0559214621281
France,FRA,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 5,LO.PISA.MAT.5.FE,8.2280709341239,,,8.38875348923214,,,8.23022117184917,,,7.82802727928732
France,FRA,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 6,LO.PISA.MAT.6.FE,2.08033991754758,,,2.21573890667061,,,1.40690676387814,,,1.24281510398894
France,FRA,PISA: Female 15-year-olds by reading proficiency level (%). Below Level 1C,LO.PISA.REA.0.B1C.FE,0,,,0,,,0,,,0
France,FRA,PISA: Female 15-year-olds by reading proficiency level (%). Level 1A,LO.PISA.REA.1A.FE,5,,,5,,,6,,,6
France,FRA,PISA: Female 15-year-olds by reading proficiency level (%). Level 1B,LO.PISA.REA.1B.FE,2,,,2,,,2,,,2
France,FRA,PISA: Female 15-year-olds by reading proficiency level (%). Level 1C,LO.PISA.REA.1C.FE,0,,,0,,,1,,,0
France,FRA,PISA: Female 15-year-olds by reading proficiency level (%). Level 2,LO.PISA.REA.2.FE,10,,,9,,,9,,,11
France,FRA,PISA: Female 15-year-olds by reading proficiency level (%). Level 3,LO.PISA.REA.3.FE,15,,,14,,,13,,,14
France,FRA,PISA: Female 15-year-olds by reading proficiency level (%). Level 4,LO.PISA.REA.4.FE,13,,,13,,,12,,,11
France,FRA,PISA: Female 15-year-olds by reading proficiency level (%). Level 5,LO.PISA.REA.5.FE,5,,,7,,,6,,,4
France,FRA,PISA: Female 15-year-olds by reading proficiency level (%). Level 6,LO.PISA.REA.6.FE,1,,,2,,,1,,,1
France,FRA,PISA: Female 15-year-olds by science proficiency level (%). Below Level 1B,LO.PISA.SCI.0.FE,1,,,1,,,0.762556406836857,,,0.54397943539076
France,FRA,PISA: Female 15-year-olds by science proficiency level (%). Level 1A,LO.PISA.SCI.1A.FE,11.8414816049828,,,12.0495107770202,,,15.053884999039,,,14.5914903663568
France,FRA,PISA: Female 15-year-olds by science proficiency level (%). Level 1B,LO.PISA.SCI.1B.FE,5,,,4,,,5.02529066670763,,,4.28332631952962
France,FRA,PISA: Female 15-year-olds by science proficiency level (%). Level 2,LO.PISA.SCI.2.FE,23.3397663401468,,,24.1553423446077,,,23.3491755451094,,,24.8512894741892
France,FRA,PISA: Female 15-year-olds by science proficiency level (%). Level 3,LO.PISA.SCI.3.FE,30.9402677776522,,,30.9504647045605,,,28.2249194081536,,,30.0862154606285
France,FRA,PISA: Female 15-year-olds by science proficiency level (%). Level 4,LO.PISA.SCI.4.FE,21.4502856810804,,,20.8106875590901,,,20.9649232673984,,,20.0288897701137
